"country","year","age_group","occupation","earn_F","earn_M","gender_pay_gap","panel_id","young","senior","high_skill","managerial","year_2014","year_2018","year_2022"
"IE",2018,"Senior","Technicians",39952,52462.8333333333,23.847040921033,"IE_Senior_Technicians",0,1,0,0,0,1,0
"IE",2018,"Young","Clerical",25116.3333333333,27344.1666666667,8.14738061134307,"IE_Young_Clerical",1,0,0,0,0,1,0
"IE",2018,"Young","Craft",24392.3333333333,27735,12.0521603269034,"IE_Young_Craft",1,0,0,0,0,1,0
"IE",2018,"Young","Elementary",21328,23324.3333333333,8.55901562031069,"IE_Young_Elementary",1,0,0,0,0,1,0
"IE",2018,"Young","Managers",30972.3333333333,42408.3333333333,26.9663981135783,"IE_Young_Managers",1,0,1,1,0,1,0
"IE",2018,"Young","Professionals",32637.8333333333,35902.6666666667,9.0935677944071,"IE_Young_Professionals",1,0,1,0,0,1,0
"IE",2018,"Young","Service",24161,22054.1666666667,-9.55299452106555,"IE_Young_Service",1,0,0,0,0,1,0
"IE",2018,"Young","Technicians",29203.6666666667,34606.3333333333,15.6117858966085,"IE_Young_Technicians",1,0,0,0,0,1,0
"IE",2022,"Mid Career","Agriculture",32303.1666666667,37082.1666666667,12.887596463709,"IE_Mid Career_Agriculture",0,0,0,0,0,0,1
"IE",2022,"Mid Career","Clerical",36880.6666666667,46872.1666666667,21.3164884633027,"IE_Mid Career_Clerical",0,0,0,0,0,0,1
"IE",2022,"Mid Career","Craft",31012,34090.8333333333,9.03126451392115,"IE_Mid Career_Craft",0,0,0,0,0,0,1
"IE",2022,"Mid Career","Elementary",26231.5,40308.6666666667,34.9234242429254,"IE_Mid Career_Elementary",0,0,0,0,0,0,1
"IE",2022,"Mid Career","Managers",73987.3333333333,92484.3333333333,20.0001441685619,"IE_Mid Career_Managers",0,0,1,1,0,0,1
"IE",2022,"Mid Career","Operators",42363,43046.1666666667,1.58705575796528,"IE_Mid Career_Operators",0,0,0,0,0,0,1
"IE",2022,"Mid Career","Professionals",62523.1666666667,77306.3333333333,19.122840302002,"IE_Mid Career_Professionals",0,0,1,0,0,0,1
"IE",2022,"Mid Career","Service",31057,42811.1666666667,27.4558429070297,"IE_Mid Career_Service",0,0,0,0,0,0,1
"IE",2022,"Mid Career","Technicians",56700.3333333333,64692.3333333333,12.3538595505907,"IE_Mid Career_Technicians",0,0,0,0,0,0,1
"IE",2022,"Senior","Agriculture",32919.1666666667,38199.1666666667,13.822291062196,"IE_Senior_Agriculture",0,1,0,0,0,0,1
"IE",2022,"Senior","Clerical",38733.6666666667,48768.6666666667,20.576736429128,"IE_Senior_Clerical",0,1,0,0,0,0,1
"IE",2022,"Senior","Craft",28806.1666666667,40061.5,28.0951370601034,"IE_Senior_Craft",0,1,0,0,0,0,1
"IE",2022,"Senior","Elementary",27468.8333333333,34641,20.7042714317331,"IE_Senior_Elementary",0,1,0,0,0,0,1
"IE",2022,"Senior","Managers",79576.5,115372.666666667,31.0265574168347,"IE_Senior_Managers",0,1,1,1,0,0,1
"IE",2022,"Senior","Operators",35210.6666666667,43429.8333333333,18.9251628105105,"IE_Senior_Operators",0,1,0,0,0,0,1
"IE",2022,"Senior","Professionals",67690,87541.6666666667,22.6768205616373,"IE_Senior_Professionals",0,1,1,0,0,0,1
"IE",2022,"Senior","Service",30450.6666666667,47284.1666666667,35.6007120071906,"IE_Senior_Service",0,1,0,0,0,0,1
"IE",2022,"Senior","Technicians",52183.8333333333,63913.1666666667,18.3519827682872,"IE_Senior_Technicians",0,1,0,0,0,0,1
"IE",2022,"Young","Agriculture",28938.3333333333,35089.8333333333,17.5307187741939,"IE_Young_Agriculture",1,0,0,0,0,0,1
"IE",2022,"Young","Clerical",30378.8333333333,34981,13.1561895505179,"IE_Young_Clerical",1,0,0,0,0,0,1
"IE",2022,"Young","Craft",27477.3333333333,27854.6666666667,1.3546503278924,"IE_Young_Craft",1,0,0,0,0,0,1
"IE",2022,"Young","Elementary",27835.3333333333,29557.1666666667,5.825434327828,"IE_Young_Elementary",1,0,0,0,0,0,1
"IE",2022,"Young","Managers",33953.3333333333,42400.1666666667,19.9216984209968,"IE_Young_Managers",1,0,1,1,0,0,1
"IE",2022,"Young","Professionals",43303.1666666667,48010.1666666667,9.80417342160167,"IE_Young_Professionals",1,0,1,0,0,0,1
"IE",2022,"Young","Service",30261.3333333333,31772.8333333333,4.75720872653263,"IE_Young_Service",1,0,0,0,0,0,1
"IE",2022,"Young","Technicians",36857.6666666667,40775,9.6071939505416,"IE_Young_Technicians",1,0,0,0,0,0,1
"IS",2010,"Young","Clerical",24937,27654.5,9.82661049738741,"IS_Young_Clerical",1,0,0,0,0,0,0
"IS",2010,"Young","Craft",20950,29804,29.7074218225742,"IS_Young_Craft",1,0,0,0,0,0,0
"IS",2010,"Young","Elementary",20503,23916.5,14.2725733280371,"IS_Young_Elementary",1,0,0,0,0,0,0
"IS",2010,"Young","Managers",39073.5,35153,-11.1526754473302,"IS_Young_Managers",1,0,1,1,0,0,0
"IS",2010,"Young","Operators",35382,29525,-19.8374259102456,"IS_Young_Operators",1,0,0,0,0,0,0
"IS",2010,"Young","Professionals",28388,32052,11.4314239361038,"IS_Young_Professionals",1,0,1,0,0,0,0
"IS",2010,"Young","Service",24379,25689,5.09945891237495,"IS_Young_Service",1,0,0,0,0,0,0
"IS",2010,"Young","Technicians",29126,32122,9.32694103729531,"IS_Young_Technicians",1,0,0,0,0,0,0
"IS",2014,"Young","Clerical",1943632,1988403.33333333,2.25162232343875,"IS_Young_Clerical",1,0,0,0,1,0,0
"IS",2014,"Young","Craft",2262267.66666667,2541615.66666667,10.9909615235558,"IS_Young_Craft",1,0,0,0,1,0,0
"IS",2014,"Young","Elementary",1849240.66666667,1849681,0.0238059067122108,"IS_Young_Elementary",1,0,0,0,1,0,0
"IS",2014,"Young","Professionals",2262007.33333333,2172071.33333333,-4.14056383046966,"IS_Young_Professionals",1,0,1,0,1,0,0
"IS",2014,"Young","Service",2168705.33333333,2032654,-6.69328539600606,"IS_Young_Service",1,0,0,0,1,0,0
"IS",2018,"Mid Career","Clerical",2214791.33333333,2571139,13.8595255513866,"IS_Mid Career_Clerical",0,0,0,0,0,1,0
"IS",2018,"Mid Career","Craft",2526502,3600496.33333333,29.8290633819097,"IS_Mid Career_Craft",0,0,0,0,0,1,0
"IS",2018,"Mid Career","Elementary",1919174.33333333,2439861,21.3408332141325,"IS_Mid Career_Elementary",0,0,0,0,0,1,0
"IS",2018,"Mid Career","Managers",4199737.33333333,5420347.33333333,22.5190366029434,"IS_Mid Career_Managers",0,0,1,1,0,1,0
"IS",2018,"Mid Career","Operators",2214925.66666667,3110345.66666667,28.788440127287,"IS_Mid Career_Operators",0,0,0,0,0,1,0
"IS",2018,"Mid Career","Professionals",3115378.66666667,3832266.66666667,18.7066314104794,"IS_Mid Career_Professionals",0,0,1,0,0,1,0
"IS",2018,"Mid Career","Service",2067537.66666667,2649865.66666667,21.9757555005619,"IS_Mid Career_Service",0,0,0,0,0,1,0
"IS",2018,"Mid Career","Technicians",2895918,4083989.66666667,29.0909567270371,"IS_Mid Career_Technicians",0,0,0,0,0,1,0
"IS",2018,"Senior","Clerical",2169953,2461884.66666667,11.8580561721413,"IS_Senior_Clerical",0,1,0,0,0,1,0
"IS",2018,"Senior","Craft",2337037.66666667,3447998,32.2204459902046,"IS_Senior_Craft",0,1,0,0,0,1,0
"IS",2018,"Senior","Elementary",1863707.33333333,2386689.66666667,21.9124564302383,"IS_Senior_Elementary",0,1,0,0,0,1,0
"IS",2018,"Senior","Managers",4199898,5839223.33333333,28.0743729046157,"IS_Senior_Managers",0,1,1,1,0,1,0
"IS",2018,"Senior","Operators",2876145.33333333,2904293.33333333,0.969185848995969,"IS_Senior_Operators",0,1,0,0,0,1,0
"IS",2018,"Senior","Professionals",3259458,4218994.33333333,22.7432477392124,"IS_Senior_Professionals",0,1,1,0,0,1,0
"IS",2018,"Senior","Service",2040717,2693789,24.243621159638,"IS_Senior_Service",0,1,0,0,0,1,0
"IS",2018,"Senior","Technicians",2752423,3677709.66666667,25.1593179051926,"IS_Senior_Technicians",0,1,0,0,0,1,0
"IS",2018,"Young","Clerical",2475060.66666667,2552191,3.0221222993629,"IS_Young_Clerical",1,0,0,0,0,1,0
"IS",2018,"Young","Craft",2797270,3209086.66666667,12.8328309404753,"IS_Young_Craft",1,0,0,0,0,1,0
"IS",2018,"Young","Elementary",2200836.66666667,2291262,3.94652961264722,"IS_Young_Elementary",1,0,0,0,0,1,0
"IS",2018,"Young","Managers",2583655.33333333,2968936.33333333,12.9770718110156,"IS_Young_Managers",1,0,1,1,0,1,0
"IS",2018,"Young","Professionals",2949603.33333333,2907311.66666667,-1.45466573644493,"IS_Young_Professionals",1,0,1,0,0,1,0
"IS",2018,"Young","Service",2429232.33333333,2605857.33333333,6.77799961420247,"IS_Young_Service",1,0,0,0,0,1,0
"IS",2018,"Young","Technicians",2717933,2808344.66666667,3.21939353597862,"IS_Young_Technicians",1,0,0,0,0,1,0
"IS",2022,"Mid Career","Clerical",2726414,2928994,6.91636787238212,"IS_Mid Career_Clerical",0,0,0,0,0,0,1
"IS",2022,"Mid Career","Craft",3384692.33333333,4295861,21.2103852211854,"IS_Mid Career_Craft",0,0,0,0,0,0,1
"IS",2022,"Mid Career","Elementary",2588544.66666667,3336500.33333333,22.4173712555701,"IS_Mid Career_Elementary",0,0,0,0,0,0,1
"IS",2022,"Mid Career","Managers",4907641.33333333,5900439,16.8258271404325,"IS_Mid Career_Managers",0,0,1,1,0,0,1
"IS",2022,"Mid Career","Operators",2870809.33333333,3714871.66666667,22.7211707178759,"IS_Mid Career_Operators",0,0,0,0,0,0,1
"IS",2022,"Mid Career","Professionals",3760609.66666667,4527702.66666667,16.9422123419765,"IS_Mid Career_Professionals",0,0,1,0,0,0,1
"IS",2022,"Mid Career","Service",2802972,3479815,19.4505455031374,"IS_Mid Career_Service",0,0,0,0,0,0,1
"IS",2022,"Mid Career","Technicians",3503517,4427304,20.8656780740604,"IS_Mid Career_Technicians",0,0,0,0,0,0,1
"IS",2022,"Senior","Clerical",2808460.33333333,3172991.66666667,11.4885688847802,"IS_Senior_Clerical",0,1,0,0,0,0,1
"IS",2022,"Senior","Craft",3369739,4150739,18.8159265133269,"IS_Senior_Craft",0,1,0,0,0,0,1
"IS",2022,"Senior","Elementary",2570900,3006769.33333333,14.496267754937,"IS_Senior_Elementary",0,1,0,0,0,0,1
"IS",2022,"Senior","Managers",5241027.66666667,6760726,22.4783304830477,"IS_Senior_Managers",0,1,1,1,0,0,1
"IS",2022,"Senior","Operators",2916280,4006186.66666667,27.2055886894936,"IS_Senior_Operators",0,1,0,0,0,0,1
"IS",2022,"Senior","Professionals",3925301.33333333,4864725.66666667,19.3109416173313,"IS_Senior_Professionals",0,1,1,0,0,0,1
"IS",2022,"Senior","Service",2704837.66666667,3712949.33333333,27.1512368244903,"IS_Senior_Service",0,1,0,0,0,0,1
"IS",2022,"Senior","Technicians",3493180.66666667,4726504,26.0937753005886,"IS_Senior_Technicians",0,1,0,0,0,0,1
"IS",2022,"Young","Clerical",3048232.66666667,4160651.66666667,26.7366530323175,"IS_Young_Clerical",1,0,0,0,0,0,1
"IS",2022,"Young","Craft",3512787.33333333,3665981.66666667,4.17880795003068,"IS_Young_Craft",1,0,0,0,0,0,1
"IS",2022,"Young","Elementary",3032419.66666667,3250277,6.70273128515917,"IS_Young_Elementary",1,0,0,0,0,0,1
"IS",2022,"Young","Managers",3343673,3755652,10.9695733257501,"IS_Young_Managers",1,0,1,1,0,0,1
"IS",2022,"Young","Operators",3374819.66666667,3462165.33333333,2.52286237822648,"IS_Young_Operators",1,0,0,0,0,0,1
"IS",2022,"Young","Professionals",4182615,4170521.33333333,-0.289979733948537,"IS_Young_Professionals",1,0,1,0,0,0,1
"IS",2022,"Young","Service",3456300.66666667,3298824.66666667,-4.77370020878143,"IS_Young_Service",1,0,0,0,0,0,1
"IS",2022,"Young","Technicians",3531088.33333333,3085384.33333333,-14.4456557708154,"IS_Young_Technicians",1,0,0,0,0,0,1
"IT",2010,"Young","Agriculture",19901.5,22169.5,10.2302713187036,"IT_Young_Agriculture",1,0,0,0,0,0,0
"IT",2010,"Young","Clerical",22134,24789,10.710395740046,"IT_Young_Clerical",1,0,0,0,0,0,0
"IT",2010,"Young","Craft",17388,21833,20.3590894517474,"IT_Young_Craft",1,0,0,0,0,0,0
"IT",2010,"Young","Elementary",17819.5,19193.5,7.15867350926095,"IT_Young_Elementary",1,0,0,0,0,0,0
"IT",2010,"Young","Managers",21359,28350,24.6596119929453,"IT_Young_Managers",1,0,1,1,0,0,0
"IT",2010,"Young","Operators",19002,24259.5,21.671922339702,"IT_Young_Operators",1,0,0,0,0,0,0
"IT",2010,"Young","Professionals",26444,29355.5,9.91807327417349,"IT_Young_Professionals",1,0,1,0,0,0,0
"IT",2010,"Young","Service",20283.5,21693,6.49748766883326,"IT_Young_Service",1,0,0,0,0,0,0
"IT",2010,"Young","Technicians",25235,26573,5.03518609114515,"IT_Young_Technicians",1,0,0,0,0,0,0
"IT",2014,"Young","Clerical",23969.3333333333,23540.3333333333,-1.82240410076323,"IT_Young_Clerical",1,0,0,0,1,0,0
"IT",2014,"Young","Craft",20251,23617,14.2524452724732,"IT_Young_Craft",1,0,0,0,1,0,0
"IT",2014,"Young","Elementary",19046.6666666667,21860.6666666667,12.8724345094691,"IT_Young_Elementary",1,0,0,0,1,0,0
"IT",2014,"Young","Managers",23344.3333333333,37612,37.9338154489702,"IT_Young_Managers",1,0,1,1,1,0,0
"IT",2014,"Young","Operators",20830.6666666667,25465.3333333333,18.199905754228,"IT_Young_Operators",1,0,0,0,1,0,0
"IT",2014,"Young","Professionals",27188.6666666667,29167.6666666667,6.7849102316492,"IT_Young_Professionals",1,0,1,0,1,0,0
"IT",2014,"Young","Service",22987,24128.6666666667,4.73157792943387,"IT_Young_Service",1,0,0,0,1,0,0
"IT",2014,"Young","Technicians",25336.3333333333,31771.6666666667,20.2549441326129,"IT_Young_Technicians",1,0,0,0,1,0,0
"IT",2018,"Mid Career","Agriculture",28129,27380.6666666667,-2.73307199727301,"IT_Mid Career_Agriculture",0,0,0,0,0,1,0
"IT",2018,"Mid Career","Clerical",30152,34017,11.3619660757856,"IT_Mid Career_Clerical",0,0,0,0,0,1,0
"IT",2018,"Mid Career","Craft",23552,29428.3333333333,19.9682845330464,"IT_Mid Career_Craft",0,0,0,0,0,1,0
"IT",2018,"Mid Career","Elementary",21908.6666666667,25052,12.5472350843579,"IT_Mid Career_Elementary",0,0,0,0,0,1,0
"IT",2018,"Mid Career","Managers",69488.6666666667,124875.666666667,44.3537171640058,"IT_Mid Career_Managers",0,0,1,1,0,1,0
"IT",2018,"Mid Career","Operators",26011,30651.3333333333,15.1390912847728,"IT_Mid Career_Operators",0,0,0,0,0,1,0
"IT",2018,"Mid Career","Professionals",33777.6666666667,48372.6666666667,30.1719979602806,"IT_Mid Career_Professionals",0,0,1,0,0,1,0
"IT",2018,"Mid Career","Service",25636.3333333333,27592,7.08780322798879,"IT_Mid Career_Service",0,0,0,0,0,1,0
"IT",2018,"Mid Career","Technicians",34060.3333333333,41545.6666666667,18.0171217214792,"IT_Mid Career_Technicians",0,0,0,0,0,1,0
"IT",2018,"Senior","Agriculture",25858,27573.3333333333,6.22098646034816,"IT_Senior_Agriculture",0,1,0,0,0,1,0
"IT",2018,"Senior","Clerical",32791,39755.6666666667,17.5186765827932,"IT_Senior_Clerical",0,1,0,0,0,1,0
"IT",2018,"Senior","Craft",23946.6666666667,31429.6666666667,23.8087157568751,"IT_Senior_Craft",0,1,0,0,0,1,0
"IT",2018,"Senior","Elementary",21252,25666,17.1978492947869,"IT_Senior_Elementary",0,1,0,0,0,1,0
"IT",2018,"Senior","Managers",85314.6666666667,134738.333333333,36.6812216271044,"IT_Senior_Managers",0,1,1,1,0,1,0
"IT",2018,"Senior","Operators",25919.3333333333,32777.3333333333,20.9229955660416,"IT_Senior_Operators",0,1,0,0,0,1,0
"IT",2018,"Senior","Professionals",38124.3333333333,59832.3333333333,36.2813863184343,"IT_Senior_Professionals",0,1,1,0,0,1,0
"IT",2018,"Senior","Service",25143,31090.3333333333,19.1292041470554,"IT_Senior_Service",0,1,0,0,0,1,0
"IT",2018,"Senior","Technicians",38139,51343,25.7172350661239,"IT_Senior_Technicians",0,1,0,0,0,1,0
"IT",2018,"Young","Clerical",24356,24464,0.441465009810334,"IT_Young_Clerical",1,0,0,0,0,1,0
"IT",2018,"Young","Craft",22254,24716.6666666667,9.96358732299394,"IT_Young_Craft",1,0,0,0,0,1,0
"IT",2018,"Young","Elementary",21010,22292.6666666667,5.75376057896469,"IT_Young_Elementary",1,0,0,0,0,1,0
"IT",2018,"Young","Managers",28372.3333333333,49204.3333333333,42.3377344813804,"IT_Young_Managers",1,0,1,1,0,1,0
"IT",2018,"Young","Operators",23622.3333333333,26072.6666666667,9.3980925106753,"IT_Young_Operators",1,0,0,0,0,1,0
"IT",2018,"Young","Professionals",26721,29691.3333333333,10.0040415834026,"IT_Young_Professionals",1,0,1,0,0,1,0
"IT",2018,"Young","Service",23332.6666666667,23523.3333333333,0.810542723536903,"IT_Young_Service",1,0,0,0,0,1,0
"IT",2018,"Young","Technicians",25928.3333333333,30515.6666666667,15.0327154357871,"IT_Young_Technicians",1,0,0,0,0,1,0
"IT",2022,"Mid Career","Agriculture",24058.3333333333,28496.6666666667,15.5749210433969,"IT_Mid Career_Agriculture",0,0,0,0,0,0,1
"IT",2022,"Mid Career","Clerical",32112.6666666667,35658.3333333333,9.94344473007712,"IT_Mid Career_Clerical",0,0,0,0,0,0,1
"IT",2022,"Mid Career","Craft",25326.6666666667,32071,21.0293827237483,"IT_Mid Career_Craft",0,0,0,0,0,0,1
"IT",2022,"Mid Career","Elementary",23632.3333333333,26874.3333333333,12.0635550649318,"IT_Mid Career_Elementary",0,0,0,0,0,0,1
"IT",2022,"Mid Career","Managers",73893.6666666667,126503,41.5874195341876,"IT_Mid Career_Managers",0,0,1,1,0,0,1
"IT",2022,"Mid Career","Operators",27593,32750.3333333333,15.7474224180924,"IT_Mid Career_Operators",0,0,0,0,0,0,1
"IT",2022,"Mid Career","Professionals",37985.3333333333,51491,26.2291792093117,"IT_Mid Career_Professionals",0,0,1,0,0,0,1
"IT",2022,"Mid Career","Service",27195.6666666667,29753,8.59521168733685,"IT_Mid Career_Service",0,0,0,0,0,0,1
"IT",2022,"Mid Career","Technicians",37162.3333333333,44791.3333333333,17.0323127986069,"IT_Mid Career_Technicians",0,0,0,0,0,0,1
"IT",2022,"Senior","Agriculture",21662,30875.3333333333,29.8404335715674,"IT_Senior_Agriculture",0,1,0,0,0,0,1
"IT",2022,"Senior","Clerical",35375.6666666667,42828.3333333333,17.4012530645601,"IT_Senior_Clerical",0,1,0,0,0,0,1
"IT",2022,"Senior","Craft",27115.3333333333,33770.3333333333,19.7066458726101,"IT_Senior_Craft",0,1,0,0,0,0,1
"IT",2022,"Senior","Elementary",23437.6666666667,27414.3333333333,14.5057938061598,"IT_Senior_Elementary",0,1,0,0,0,0,1
"IT",2022,"Senior","Managers",104112.666666667,169414.666666667,38.545659171579,"IT_Senior_Managers",0,1,1,1,0,0,1
"IT",2022,"Senior","Operators",28155,34160.6666666667,17.5806483089713,"IT_Senior_Operators",0,1,0,0,0,0,1
"IT",2022,"Senior","Professionals",42366,64495.6666666667,34.3118659134722,"IT_Senior_Professionals",0,1,1,0,0,0,1
"IT",2022,"Senior","Service",27533.3333333333,33504.6666666667,17.8223929004915,"IT_Senior_Service",0,1,0,0,0,0,1
"IT",2022,"Senior","Technicians",42312.3333333333,54436.6666666667,22.2723654399608,"IT_Senior_Technicians",0,1,0,0,0,0,1
"IT",2022,"Young","Clerical",25891.6666666667,27309,5.18998620723326,"IT_Young_Clerical",1,0,0,0,0,0,1
"IT",2022,"Young","Craft",24364.3333333333,25877.3333333333,5.84681574608409,"IT_Young_Craft",1,0,0,0,0,0,1
"IT",2022,"Young","Elementary",23032,24433.3333333333,5.73533424283765,"IT_Young_Elementary",1,0,0,0,0,0,1
"IT",2022,"Young","Managers",33622.3333333333,38883,13.5294773208514,"IT_Young_Managers",1,0,1,1,0,0,1
"IT",2022,"Young","Operators",25414.6666666667,28963,12.2512631058016,"IT_Young_Operators",1,0,0,0,0,0,1
"IT",2022,"Young","Professionals",28764.3333333333,31961.3333333333,10.0027116098619,"IT_Young_Professionals",1,0,1,0,0,0,1
"IT",2022,"Young","Service",24757,25370.3333333333,2.41752177740405,"IT_Young_Service",1,0,0,0,0,0,1
"IT",2022,"Young","Technicians",29592.6666666667,32704.3333333333,9.5145393576794,"IT_Young_Technicians",1,0,0,0,0,0,1
"LT",2010,"Young","Clerical",7738.75,8707.5,11.1254665518231,"LT_Young_Clerical",1,0,0,0,0,0,0
"LT",2010,"Young","Craft",6087,7748.5,21.4428599083694,"LT_Young_Craft",1,0,0,0,0,0,0
"LT",2010,"Young","Elementary",4858.75,6506,25.318936366431,"LT_Young_Elementary",1,0,0,0,0,0,0
"LT",2010,"Young","Managers",11658.25,15245.5,23.5298940671018,"LT_Young_Managers",1,0,1,1,0,0,0
"LT",2010,"Young","Operators",8309.25,8276.75,-0.392666203521914,"LT_Young_Operators",1,0,0,0,0,0,0
"LT",2010,"Young","Professionals",11197.75,12853.75,12.8833997860547,"LT_Young_Professionals",1,0,1,0,0,0,0
"LT",2010,"Young","Service",5538,6433.25,13.9159833676602,"LT_Young_Service",1,0,0,0,0,0,0
"LT",2010,"Young","Technicians",8422.75,9322.75,9.65380386688477,"LT_Young_Technicians",1,0,0,0,0,0,0
"LT",2014,"Young","Clerical",13059.1666666667,16256.8333333333,19.6696773664408,"LT_Young_Clerical",1,0,0,0,1,0,0
"LT",2014,"Young","Craft",12956.1666666667,14467,10.4433077578858,"LT_Young_Craft",1,0,0,0,1,0,0
"LT",2014,"Young","Elementary",10495.6666666667,12577.1666666667,16.5498323681804,"LT_Young_Elementary",1,0,0,0,1,0,0
"LT",2014,"Young","Operators",11171.6666666667,14743.1666666667,24.2247821024429,"LT_Young_Operators",1,0,0,0,1,0,0
"LT",2014,"Young","Professionals",18425.3333333333,21959.3333333333,16.0933847414918,"LT_Young_Professionals",1,0,1,0,1,0,0
"LT",2014,"Young","Service",11557,11848.5,2.46022703295776,"LT_Young_Service",1,0,0,0,1,0,0
"LT",2014,"Young","Technicians",14298,18612.5,23.1806581598388,"LT_Young_Technicians",1,0,0,0,1,0,0
"LT",2018,"Mid Career","Clerical",11095,13802.5,19.6160115921029,"LT_Mid Career_Clerical",0,0,0,0,0,1,0
"LT",2018,"Mid Career","Craft",9703.16666666667,12384.6666666667,21.6517736986596,"LT_Mid Career_Craft",0,0,0,0,0,1,0
"LT",2018,"Mid Career","Elementary",7660,9329.66666666667,17.8963164100182,"LT_Mid Career_Elementary",0,0,0,0,0,1,0
"LT",2018,"Mid Career","Managers",22642.1666666667,25138,9.92852785954862,"LT_Mid Career_Managers",0,0,1,1,0,1,0
"LT",2018,"Mid Career","Operators",9998.66666666667,11639,14.0934215425151,"LT_Mid Career_Operators",0,0,0,0,0,1,0
"LT",2018,"Mid Career","Professionals",16279.6666666667,22295.5,26.9822759450711,"LT_Mid Career_Professionals",0,0,1,0,0,1,0
"LT",2018,"Mid Career","Service",8695.16666666667,9772.5,11.024132344163,"LT_Mid Career_Service",0,0,0,0,0,1,0
"LT",2018,"Mid Career","Technicians",11710.1666666667,16027.8333333333,26.9385548057026,"LT_Mid Career_Technicians",0,0,0,0,0,1,0
"LT",2018,"Senior","Clerical",9645.83333333333,10708.8333333333,9.92638476024466,"LT_Senior_Clerical",0,1,0,0,0,1,0
"LT",2018,"Senior","Craft",9342.66666666667,11411.8333333333,18.1317638124169,"LT_Senior_Craft",0,1,0,0,0,1,0
"LT",2018,"Senior","Elementary",7079.66666666667,7698.16666666667,8.03438048020091,"LT_Senior_Elementary",0,1,0,0,0,1,0
"LT",2018,"Senior","Managers",18909,22502.8333333333,15.9705814823319,"LT_Senior_Managers",0,1,1,1,0,1,0
"LT",2018,"Senior","Operators",10341.8333333333,10759.5,3.8818408538191,"LT_Senior_Operators",0,1,0,0,0,1,0
"LT",2018,"Senior","Professionals",14603.3333333333,17584.3333333333,16.9525903740072,"LT_Senior_Professionals",0,1,1,0,0,1,0
"LT",2018,"Senior","Service",8141.33333333333,8850.66666666667,8.01446218740584,"LT_Senior_Service",0,1,0,0,0,1,0
"LT",2018,"Senior","Technicians",11019.5,13571.5,18.8041115573076,"LT_Senior_Technicians",0,1,0,0,0,1,0
"LT",2018,"Young","Clerical",11392.8333333333,12991.1666666667,12.3032316830667,"LT_Young_Clerical",1,0,0,0,0,1,0
"LT",2018,"Young","Craft",9528.33333333333,12058.6666666667,20.9835249889429,"LT_Young_Craft",1,0,0,0,0,1,0
"LT",2018,"Young","Elementary",8514.33333333333,9634.33333333333,11.625090821022,"LT_Young_Elementary",1,0,0,0,0,1,0
"LT",2018,"Young","Managers",19274.5,20839.8333333333,7.51125648797575,"LT_Young_Managers",1,0,1,1,0,1,0
"LT",2018,"Young","Operators",10369.1666666667,12102.5,14.3221097569373,"LT_Young_Operators",1,0,0,0,0,1,0
"LT",2018,"Young","Professionals",14379.6666666667,18036.8333333333,20.2761016808198,"LT_Young_Professionals",1,0,1,0,0,1,0
"LT",2018,"Young","Service",8966,9576.33333333333,6.37335096940374,"LT_Young_Service",1,0,0,0,0,1,0
"LT",2018,"Young","Technicians",11511.1666666667,13491.6666666667,14.6794317479926,"LT_Young_Technicians",1,0,0,0,0,1,0
"LT",2022,"Mid Career","Clerical",21407.1666666667,25664,16.586788237739,"LT_Mid Career_Clerical",0,0,0,0,0,0,1
"LT",2022,"Mid Career","Craft",16989.5,21970.1666666667,22.6701360177817,"LT_Mid Career_Craft",0,0,0,0,0,0,1
"LT",2022,"Mid Career","Elementary",13532.3333333333,15373.6666666667,11.9771904338588,"LT_Mid Career_Elementary",0,0,0,0,0,0,1
"LT",2022,"Mid Career","Managers",41897.8333333333,47369.1666666667,11.550410780571,"LT_Mid Career_Managers",0,0,1,1,0,0,1
"LT",2022,"Mid Career","Operators",17789.3333333333,19990.6666666667,11.0118055092377,"LT_Mid Career_Operators",0,0,0,0,0,0,1
"LT",2022,"Mid Career","Professionals",32327.1666666667,42420.6666666667,23.793826908268,"LT_Mid Career_Professionals",0,0,1,0,0,0,1
"LT",2022,"Mid Career","Service",15986.5,18227.3333333333,12.2938078343879,"LT_Mid Career_Service",0,0,0,0,0,0,1
"LT",2022,"Mid Career","Technicians",25165.8333333333,28512.1666666667,11.736510144792,"LT_Mid Career_Technicians",0,0,0,0,0,0,1
"LT",2022,"Senior","Clerical",18105.8333333333,19554.5,7.40835442822198,"LT_Senior_Clerical",0,1,0,0,0,0,1
"LT",2022,"Senior","Craft",15706.6666666667,19796.3333333333,20.6587078415195,"LT_Senior_Craft",0,1,0,0,0,0,1
"LT",2022,"Senior","Elementary",12662.3333333333,13916.8333333333,9.0142633022359,"LT_Senior_Elementary",0,1,0,0,0,0,1
"LT",2022,"Senior","Managers",35636.8333333333,33235,-7.22681911639337,"LT_Senior_Managers",0,1,1,1,0,0,1
"LT",2022,"Senior","Operators",16274.3333333333,18616.5,12.5811332241112,"LT_Senior_Operators",0,1,0,0,0,0,1
"LT",2022,"Senior","Professionals",28733.3333333333,36062.8333333333,20.3242488804263,"LT_Senior_Professionals",0,1,1,0,0,0,1
"LT",2022,"Senior","Service",15386,15776,2.47210953346856,"LT_Senior_Service",0,1,0,0,0,0,1
"LT",2022,"Senior","Technicians",22053.1666666667,24692.5,10.688805642739,"LT_Senior_Technicians",0,1,0,0,0,0,1
